id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
2478	TALEK DISP	RIFT VALLEY	NAROK	MARA	KOYAKI	KOYAKI	4	MISS	-1.35782	35.2244	rtalekdisp@healthcare.com	0724423380	0736499206
2479	LIKUYANI H C	WESTERN	LUGARI/MALAVA	LIKUYANI	LIKUYANI	SOY(LUGARI)	3	MOH	0.710801	35.10693	wlikuyanihc@healthcare.com	0733415057	0728030842
2480	BUNGATSI HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	MUMIAS	ETENJE	BUNGASI	3	MOH	0.199465	34.399191	wbungatsihealthcentre@healthcare.com	0763470728	0735282733
2481	ARCHER'S POST MISSION HEALTH CENTRE	RIFT VALLEY	SAMBURU	WASO	WASO EAST	ARCHERS POST	3	MISS	0.651406	37.5921	rarcher'spostmissionhealthcentre@healthcare.com	0715062949	0763741250
2482	LUGARI FOREST DISP	WESTERN	LUGARI/MALAVA	LUGARI	LUGARI	LUGARI	4	MOH	0.663278	34.906928	wlugariforestdisp@healthcare.com	0769322684	0768187697
2483	BUTERE DISTRICT HOSPITAL	WESTERN	BUTERE/MUMIAS	BUTERE	TOWNSHIP	SHIREMBE	1	MOH	0.208536	34.493471	wbuteredistricthospital@healthcare.com	0739020438	0772965308
2484	ARSIM DISP	RIFT VALLEY	SAMBURU	NYIRO	ARSIM	ARSIM	4	MISS	1.86381	37.1846	rarsimdisp@healthcare.com	0731940957	0792979436
2485	LUMAKANDA DISTRICT HOSPITAL	WESTERN	LUGARI/MALAVA	LUGARI	LUMAKANDA	MUNYUKI	1	MOH	0.634782	34.97615	wlumakandadistricthospital@healthcare.com	0749710473	0762514859
2486	ELWASAMBI DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	LUBINU	4	MOH	0.288933	34.56794	welwasambidisp@healthcare.com	0734779635	0726664579
2487	BARAGOI CATHOLIC DISP	RIFT VALLEY	SAMBURU	BARAGOI	ELBARTA	NGILAI(BARAGOI)	4	MISS	1.73792	36.8579	rbaragoicatholicdisp@healthcare.com	0776872664	0720484054
2488	LWANDETI DISP	WESTERN	LUGARI/MALAVA	MATETE	LUANDETI	LUANDETI	4	MISS	0.605741	34.829324	wlwandetidisp@healthcare.com	0750789582	0759436042
2489	EMUHAKA DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	WEST KISA	MUHAKA	4	MOH	0.133411	34.4801	wemuhakadisp@healthcare.com	0740171650	0709090000
2490	BARAGOI SUB-DISTRICT HOSPITAL	RIFT VALLEY	SAMBURU	BARAGOI	BARAGOI	BARAGOI	1	MOH	1.79106	36.788	rbaragoisub-districthospital@healthcare.com	0781318052	0771695928
2491	MABUSI H C	WESTERN	LUGARI/MALAVA	LIKUYANI	NZOIA	VINYENYA	3	MOH	0.834447	35.08051	wmabusihc@healthcare.com	0766529692	0782139936
2492	EMUNUKU BAPTIST DISP	WESTERN	BUTERE/MUMIAS	BUTERE	WEST MARAMA	BUMAMU	4	MISS	0.232542	34.574205	wemunukubaptistdisp@healthcare.com	0777015047	0777641930
2493	BARSALOI CATHOLIC DISP	RIFT VALLEY	SAMBURU	KIRISIA	BARSALOI	SOIT NAIBOR	4	MISS	1.40232	36.8117	rbarsaloicatholicdisp@healthcare.com	0702190714	0765965552
2494	MATETE H C	WESTERN	LUGARI/MALAVA	MATETE	CHEVAYWA	KIVAYWA	3	MOH	0.566488	34.807431	wmatetehc@healthcare.com	0739790112	0755626339
2495	ENANGA HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	KHWISERO	KISA SOUTH	EMALINDI	3	MOH	0.125715	34.610657	wenangahealthcentre@healthcare.com	0721175009	0711349791
2496	BARSALOI DISP	RIFT VALLEY	SAMBURU	KIRISIA	BARSALOI	BARSALOI	4	MOH	1.4362	36.8419	rbarsaloidisp@healthcare.com	0777912180	0770405457
2497	MAUTUMA HEALTH CENTRE	WESTERN	LUGARI/MALAVA	LUGARI	MAUTUMA	MBAGARA	3	MOH	0.724824	34.981686	wmautumahealthcentre@healthcare.com	0706788983	0705186807
2498	ESHINUTSA DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	EAST KISA	EMASATSI	4	MOH	0.15045	34.634582	weshinutsadisp@healthcare.com	0774561028	0731134980
2499	KIRIMON NYS DISP	RIFT VALLEY	SAMBURU	LORROKI	KIRIMON	MUGUR(LORROKI)	4	MOH	0.822004	36.9082	rkirimonnysdisp@healthcare.com	0778543933	0767037357
2500	MUNYUKI DISP	WESTERN	LUGARI/MALAVA	LUGARI	LUMAKANDA	MUNYUKI	4	MOH	0.637446	34.942563	wmunyukidisp@healthcare.com	0743385442	0792491188
2501	IKOMERO DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	SHIROMBE	IKOMERO	4	MISS	0.152901	34.511318	wikomerodisp@healthcare.com	0738857074	0747857973
2502	KIRIMUN DISP	RIFT VALLEY	SAMBURU	LORROKI	KIRIMON	KIRIMON(SAMBURU)	4	MOH	0.798232	36.8775	rkirimundisp@healthcare.com	0725576050	0795877960
2503	NZOIA COMMUNITY HEALTH CENTRE	WESTERN	LUGARI/MALAVA	LIKUYANI	KONGONI	SANGO	3	MISS	0.732379	35.056543	wnzoiacommunityhealthcentre@healthcare.com	0753213440	0779293898
2504	KISIMA DISP	RIFT VALLEY	SAMBURU	LORROKI	KISIMA	LONGATOLIA	4	MOH	0.94532	36.76301	rkisimadisp@healthcare.com	0732108194	0759897680
2505	NZOIA DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	SINOKO	NZOIA(LUGARI)	4	MISS	0.877495	35.028625	wnzoiadisp@healthcare.com	0755328783	0783145866
2506	INDANGALASIA DISP	WESTERN	BUTERE/MUMIAS	MATUNGU	KOYONZO	INDANGALASIA(BM)	4	MISS	0.327976	34.398125	windangalasiadisp@healthcare.com	0735452952	0781014696
2507	LATAKWENY DISP	RIFT VALLEY	SAMBURU	BARAGOI	LATAKWENY	LATAKWENY	4	MOH	1.5724	37.0924	rlatakwenydisp@healthcare.com	0781852837	0765875451
2508	SANGO DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	KONGONI	SANGO	4	MOH	0.728778	35.072747	wsangodisp@healthcare.com	0758305904	0758830079
2509	KHALABA HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	MATUNGU	MATUNGU	KHALABA(BM)	3	MOH	0.427352	34.548307	wkhalabahealthcentre@healthcare.com	0706184240	0774040937
2510	LERATA DISP	RIFT VALLEY	SAMBURU	WASO	WASO EAST	LERATA	4	MOH	0.767468	37.5851	rleratadisp@healthcare.com	0716669007	0748135459
2511	KHAUNGA DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	KHAUNGA	4	MOH	0.376866	34.584065	wkhaungadisp@healthcare.com	0720239590	0737906527
2512	SEREGEYA DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	LIKUYANI	SEREGEYA	4	MOH	0.681228	35.096568	wseregeyadisp@healthcare.com	0732679548	0789753945
2513	LESIRIKAN HEALTH CENTRE	RIFT VALLEY	SAMBURU	NYIRO	UASO RONGAI	SEREN	3	NGO	1.76869	37.0774	rlesirikanhealthcentre@healthcare.com	0739049600	0754505211
2514	SOY SAMBU DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	KONGONI	MAWE TATU	4	MOH	0.774832	35.084489	wsoysambudisp@healthcare.com	0703462166	0732251896
2515	KHWISERO H C	WESTERN	BUTERE/MUMIAS	KHWISERO	WEST KISA	MUHAKA	3	MOH	0.11	34.48	wkhwiserohc@healthcare.com	0703676644	0763335713
2516	LODOKEJEK CATHOLIC DISP	RIFT VALLEY	SAMBURU	LORROKI	KISIMA	MBARINGON	4	MISS	0.994001	36.8848	rlodokejekcatholicdisp@healthcare.com	0768348697	0720373626
2517	ST MARY'S DISP	WESTERN	LUGARI/MALAVA	LUGARI	MAUTUMA	MBAGARA	4	MISS	0.738599	34.999937	wstmary'sdisp@healthcare.com	0781304976	0710624907
2518	LUGANYIRO BAPTIST DISP	WESTERN	BUTERE/MUMIAS	MATUNGU	KOYONZO	MUNAMI	4	MISS	0.434988	34.376	wluganyirobaptistdisp@healthcare.com	0763242010	0757281758
2519	LUNGANYIRO DISP	WESTERN	BUTERE/MUMIAS	MATUNGU	KOYONZO	LUNG'ANYIRO	4	MOH	0.432603	34.3924	wlunganyirodisp@healthcare.com	0700904667	0727489564
2520	LODONGOKWE DISP	RIFT VALLEY	SAMBURU	WAMBA	NGARONI	NGARONI	4	MOH	0.967432	37.1949	rlodongokwedisp@healthcare.com	0750682128	0705460642
2521	TURBO FOREST DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	LIKUYANI	SEREGEYA	4	MOH	0.658582	35.060332	wturboforestdisp@healthcare.com	0782381916	0716998827
2522	LUSHEYA DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	LUSHEYA	4	MOH	0.304527	34.536064	wlusheyadisp@healthcare.com	0713106756	0754853652
2523	TURBO NYS DISP	WESTERN	LUGARI/MALAVA	LIKUYANI	LIKUYANI	SEREGEYA	4	MOH	0.641938	35.049697	wturbonysdisp@healthcare.com	0775684570	0741496809
2524	LONGEWAN DISP	RIFT VALLEY	SAMBURU	LORROKI	AMAIYA	LONGEWAN	4	MOH	0.8924	36.5312	rlongewandisp@healthcare.com	0748496998	0781164516
2525	MAKUNGA RHDC	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	ISONGO	3	MOH	0.31	34.62	wmakungarhdc@healthcare.com	0703326213	0768831868
2526	CHEPKUBE DISP	WESTERN	MOUNT ELGON	CHEPTAIS	CHEPKUBE	CHEPKUBE	4	MOH	0.839649	34.4353	wchepkubedisp@healthcare.com	0798488427	0737277161
2527	LOOSUK DISP	RIFT VALLEY	SAMBURU	KIRISIA	LOOSUK	LOOSUK	4	MOH	1.0235	36.5878	rloosukdisp@healthcare.com	0719932795	0701405824
2528	MANGUNGU DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	MUNG'ANG'A	4	MOH	0.347913	34.576239	wmangungudisp@healthcare.com	0713345962	0756770508
2529	CHEPTAIS HEALTH CENTRE	WESTERN	MOUNT ELGON	CHEPTAIS	CHEPTAIS	NGACHI	3	MOH	0.818449	34.4608	wcheptaishealthcentre@healthcare.com	0760721394	0710066314
2530	MARALAL CATHOLIC DISP	RIFT VALLEY	SAMBURU	KIRISIA	MARALAL TOWN	NGARI	4	MISS	1.09361	36.70655	rmaralalcatholicdisp@healthcare.com	0742999070	0711168195
2531	MANYALA SUB-DISTRICT HOSPITAL	WESTERN	BUTERE/MUMIAS	BUTERE	MANYALA	ESHIENJERA	1	MOH	0.160402	34.45262	wmanyalasub-districthospital@healthcare.com	0737623834	0793493951
2532	MARALAL DISTRICT HOSPITAL	RIFT VALLEY	SAMBURU	KIRISIA	MARALAL TOWN	MARALAL TOWN	1	MOH	1.1478	36.677	rmaralaldistricthospital@healthcare.com	0773474878	0707825787
2533	CHESIKAKI DISP	WESTERN	MOUNT ELGON	CHEPTAIS	CHESIKAK	CHESIKAK	4	MOH	0.799793	34.5159	wchesikakidisp@healthcare.com	0767712752	0708371807
2534	MATUNGU H C	WESTERN	BUTERE/MUMIAS	MATUNGU	MATUNGU	MAYONI	3	MOH	0.387188	34.476283	wmatunguhc@healthcare.com	0771226654	0769488970
2535	KABOYWO DISP	WESTERN	MOUNT ELGON	KAPTAMA	CHEMOGE	CHEMOGE	4	MOH	0.844912	34.762855	wkaboywodisp@healthcare.com	0739631487	0774568156
2536	MARTI DISP	RIFT VALLEY	SAMBURU	BARAGOI	SUYAN	MARTI	4	MOH	1.54775	36.7446	rmartidisp@healthcare.com	0779522013	0721137563
2537	MUHAKA DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	WEST KISA	MUHAKA	4	MOH	0.128712	34.476095	wmuhakadisp@healthcare.com	0766141331	0768928224
2538	KAMUNERU DISP	WESTERN	MOUNT ELGON	KAPSOKWONY	KAMUNERU	KAMUNERU	4	MOH	0.82842	34.640021	wkamunerudisp@healthcare.com	0739530120	0766656559
2539	MORIJO DISP	RIFT VALLEY	SAMBURU	KIRISIA	ANGATA NANYUKIE	MORIJO	4	MISS	1.38694	36.6579	rmorijodisp@healthcare.com	0756262390	0729982237
2540	MULWANDA DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	MULWANDA	MULWANDA	4	MISS	0.141943	34.567033	wmulwandadisp@healthcare.com	0700142959	0754353769
2541	NACHOLA DISP	RIFT VALLEY	SAMBURU	BARAGOI	NACHOLA	NACHOLA	4	MOH	1.77568	36.5782	rnacholadisp@healthcare.com	0710691755	0710673937
2542	KAPKATENY DISP	WESTERN	MOUNT ELGON	KOPSIRO	KAPKATENY	TOYWONDET	4	MOH	0.812513	34.6033	wkapkatenydisp@healthcare.com	0783808768	0763893452
2543	MUMIAS DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	NABONGO	MATAWA	4	MOH	0.334477	34.48058	wmumiasdisp@healthcare.com	0786442419	0726646545
2544	KAPSOKWONY DISTRICT HOSP	WESTERN	MOUNT ELGON	KAPSOKWONY	KAPSOKWONY	BUGAA	1	MOH	0.846079	34.7148	wkapsokwonydistricthosp@healthcare.com	0797483724	0750668872
2545	NDONYO UASIN DISP	RIFT VALLEY	SAMBURU	WASO	SELEOLIPI	NDONYO WASIN	4	MOH	1.29185	37.5348	rndonyouasindisp@healthcare.com	0748477434	0751055202
2546	NGILAI DISP	RIFT VALLEY	SAMBURU	WAMBA	NGILAI	NGILAI(WAMBA)	4	NGO	1.31702	37.3544	rngilaidisp@healthcare.com	0707772013	0730138138
2547	KAPTAMA FRIENDS HEALTH CENTRE	WESTERN	MOUNT ELGON	KAPTAMA	KAPTAMA	KAPTAMA	3	MISS	0.892482	34.770632	wkaptamafriendshealthcentre@healthcare.com	0780348513	0733482073
2548	MUMIAS MISSION HOSPITAL	WESTERN	BUTERE/MUMIAS	MUMIAS	NABONGO	MATAWA	1	MISS	0.32246	34.4342	wmumiasmissionhospital@healthcare.com	0734787839	0792654463
2549	OPIROI DISP	RIFT VALLEY	SAMBURU	KIRISIA	OPIROI	OPIROI	4	MOH	1.19421	36.8415	ropiroidisp@healthcare.com	0735631067	0758300778
2550	KIPSIGON MISSION H C	WESTERN	MOUNT ELGON	KOPSIRO	EMIA	CHEPKURKUR	3	MISS	0.844912	34.552345	wkipsigonmissionhc@healthcare.com	0790411260	0797603229
2551	MUNDOLI HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	KHWISERO	MULWANDA	MUSHIANGUBU	3	MISS	0.109612	34.577498	wmundolihealthcentre@healthcare.com	0795735614	0777571375
2552	MUNGANGA DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	MAKUNGA	4	MOH	0.3	34.61	wmungangadisp@healthcare.com	0781411396	0788296291
2553	OROMODII DISP	RIFT VALLEY	SAMBURU	WAMBA	NAIRIMIRIMO	SWARI	4	MOH	1.25412	36.95124	roromodiidisp@healthcare.com	0746238018	0733859036
2554	KOPSIRO DISP	WESTERN	MOUNT ELGON	KOPSIRO	CHEPYUK	CHEPYUK	4	MOH	0.824948	34.587068	wkopsirodisp@healthcare.com	0787176504	0700463190
2555	PORRO DISP	RIFT VALLEY	SAMBURU	KIRISIA	PORO	MALASO(POLO)	4	MOH	1.27227	36.5992	rporrodisp@healthcare.com	0777290346	0740684787
2556	SACHO DISP	WESTERN	MOUNT ELGON	KAPSOKWONY	KAMUNERU	SACHO	4	MOH	0.804985	34.634813	wsachodisp@healthcare.com	0784133493	0757026429
2557	MUSANDA ACK DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	ETENJE	MUSANDA	4	MISS	0.219791	34.447219	wmusandaackdisp@healthcare.com	0758344582	0781873224
2558	SAMBURU FRIENDS DISP	RIFT VALLEY	SAMBURU	LORROKI	KISIMA	MBARINGON	4	MISS	0.91	36.86	rsamburufriendsdisp@healthcare.com	0735785959	0770173232
2559	MUTSASA  DISP	WESTERN	BUTERE/MUMIAS	KHWISERO	CENTRAL KISA	EMUTSASA	4	MISS	0.15	34.54	wmutsasadisp@healthcare.com	0783050144	0777910941
2560	TULKUT DISP	WESTERN	MOUNT ELGON	CHEPTAIS	SASURI	SASURI	4	MOH	0.815401	34.494183	wtulkutdisp@healthcare.com	0767887581	0723871306
2561	SEROLIPI DISP	RIFT VALLEY	SAMBURU	WASO	SELEOLIPI	SEREOLIPI	4	MOH	1.1244	37.6199	rserolipidisp@healthcare.com	0746792772	0707433766
2562	MWIHILIA (COG) HOSPITAL YALA	WESTERN	BUTERE/MUMIAS	KHWISERO	NORTH KISA	MUNDOBELWA	1	MISS	0.17753	34.613972	wmwihilia(cog)hospitalyala@healthcare.com	0754647849	0721565529
2563	AKCHELIST GSU CAMP DISP	WESTERN	TESO	ANGURAI	KAKAPEL	KAKAPEL	4	MOH	0.684173	34.335414	wakchelistgsucampdisp@healthcare.com	0722258560	0757796591
2564	SIRATA OIROBI DISP	RIFT VALLEY	SAMBURU	KIRISIA	SIRATA-OIROBI	SIRATA-OIROBI	4	MOH	1.05049	36.64855	rsirataoirobidisp@healthcare.com	0713902673	0735793354
2565	AMUKURA H C	WESTERN	TESO	AMUKURA	AMUKURA	AMUKURA	3	MOH	0.569002	34.283452	wamukurahc@healthcare.com	0773277702	0760834724
2566	NAMASOLI HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	KHWISERO	SHIROMBE	IKOMERO	3	MISS	0.144083	34.528817	wnamasolihealthcentre@healthcare.com	0739549309	0740138359
2567	SOUTH HORR DISP	RIFT VALLEY	SAMBURU	NYIRO	SOUTH HORR	SOUTH HORR(SAMBU)	4	MOH	2.12806	36.8956	rsouthhorrdisp@healthcare.com	0774984507	0781701366
2568	NAMUTUNGU DISP	WESTERN	BUTERE/MUMIAS	MATUNGU	MATUNGU	NAMULUNGU	4	MISS	0.451287	34.46232	wnamutungudisp@healthcare.com	0738731565	0785886083
2569	AMUKURA MISS. HOSPITAL	WESTERN	TESO	AMUKURA	AMUKURA	AMUKURA	1	MISS	0.572453	34.289204	wamukuramiss.hospital@healthcare.com	0740293236	0711174970
2570	SOUTH HORR HEALTH CENTRE	RIFT VALLEY	SAMBURU	NYIRO	SOUTH HORR	SOUTH HORR(SAMBU)	3	MISS	2.04556	36.8998	rsouthhorrhealthcentre@healthcare.com	0722568017	0772848415
2571	RED CROSS DISP	WESTERN	BUTERE/MUMIAS	BUTERE	TOWNSHIP	SHIROTSA	4	NGO	0.213826	34.493659	wredcrossdisp@healthcare.com	0735415220	0738998973
2572	ANGURAI H C	WESTERN	TESO	ANGURAI	ANGURAI	CHELELEMUK	3	MOH	0.707111	34.364965	wanguraihc@healthcare.com	0763756507	0768289380
2573	SUGUTA MARMAR CATHOLIC DISP	RIFT VALLEY	SAMBURU	LORROKI	KISIMA	LMISIGIYOI	4	MISS	0.8254	36.68941	rsugutamarmarcatholicdisp@healthcare.com	0767526081	0789382692
2574	SHIANDA DISP	WESTERN	BUTERE/MUMIAS	MUMIAS	SHIBINGA	LUBINU	4	MISS	0.315862	34.576249	wshiandadisp@healthcare.com	0756088082	0732235920
2575	CHEMASIRI DISP	WESTERN	TESO	ANGURAI	CHEMASIRI	CHEMASIRI	4	MISS	0.743327	34.381249	wchemasiridisp@healthcare.com	0757939774	0794307041
2576	SUGUTA MARMAR HEALTH CENTRE	RIFT VALLEY	SAMBURU	LORROKI	SUGUTA MARMAR	SUGUTA MARMAR	3	MOH	0.8315	36.69225	rsugutamarmarhealthcentre@healthcare.com	0721501104	0789523887
2577	SHIKUNGA DISP	WESTERN	BUTERE/MUMIAS	BUTERE	TOWNSHIP	SHIROTSA	4	MOH	0.21743	34.499125	wshikungadisp@healthcare.com	0756778053	0788105347
2578	KOCHOLIA HEALTH CENTRE	WESTERN	TESO	AMAGORO	KOCHOLIA	KOCHOLIA	3	MOH	0.620794	34.346269	wkocholiahealthcentre@healthcare.com	0724352432	0746856861
2579	SWARI DISP	RIFT VALLEY	SAMBURU	WAMBA	NAIRIMIRIMO	SWARI	4	MOH	1.16879	37.0928	rswaridisp@healthcare.com	0787971994	0783103705
2580	SHIKUNGA HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	BUTERE	MARENYO	SHIKUNGA	3	MISS	0.177423	34.539311	wshikungahealthcentre@healthcare.com	0792440398	0730400364
2581	KOLANYA MISS H C	WESTERN	TESO	ANGURAI	KOLANYA	KOLANYA	3	MISS	0.715561	34.394517	wkolanyamisshc@healthcare.com	0734640713	0743895291
2582	TUUM DISP	RIFT VALLEY	SAMBURU	NYIRO	TUUM	TUUM	4	MOH	2.14624	36.7824	rtuumdisp@healthcare.com	0765159682	0729766058
2583	SHIRAHA HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	BUTERE	NORTH MARAMA	SHIRAHA	3	MOH	0.19674	34.570745	wshirahahealthcentre@healthcare.com	0727918653	0712889687
2584	LUKOLIS DISP	WESTERN	TESO	AMUKURA	AREMIT	ODIOYI	4	MOH	0.602941	34.226504	wlukolisdisp@healthcare.com	0703989509	0786741933
2585	UPPER HILL FRIENDS DISP	RIFT VALLEY	SAMBURU	KIRISIA	LOOSUK	LOOSUK	4	MISS	1.01	36.61	rupperhillfriendsdisp@healthcare.com	0700916201	0755734711
2586	SHIRAHA HEALTH CENTRE	WESTERN	BUTERE/MUMIAS	BUTERE	NORTH MARAMA	SHIRAHA	3	MISS	0.196039	34.5706	wshirahahealthcentre@healthcare.com	0705114376	0791189418
2587	MODING HEALTH CENTRE	WESTERN	TESO	ANGURAI	MODING	ADUMAI	3	MOH	0.761435	34.334208	wmodinghealthcentre@healthcare.com	0722780855	0728480514
2588	WAMBA HEALTH CENTRE	RIFT VALLEY	SAMBURU	WAMBA	WAMBA	WAMBA TOWN	3	MOH	0.988407	37.3348	rwambahealthcentre@healthcare.com	0751964330	0716864150
2589	SHISISIA DISP	WESTERN	BUTERE/MUMIAS	BUTERE	TOWNSHIP	SHIROTSA	4	MISS	0.213826	34.493659	wshisisiadisp@healthcare.com	0765172540	0713181692
2590	OBEKAI DISP	WESTERN	TESO	AMUKURA	KALIWA	KALIWA(TESO)	4	MOH	0.508603	34.246637	wobekaidisp@healthcare.com	0773265139	0791543195
2591	WAMBA HOSPITAL	RIFT VALLEY	SAMBURU	WAMBA	WAMBA	WAMBA TOWN	1	MISS	0.98333	37.3167	rwambahospital@healthcare.com	0749583584	0702064203
2592	ST. JAMES BUTOBE DISP	WESTERN	BUTERE/MUMIAS	MATUNGU	KOYONZO	NANYENI	4	MISS	0.409391	34.448211	wst.jamesbutobedisp@healthcare.com	0724046216	0789089881
2593	ST. MARY AKICHELESIT CATH. H C	WESTERN	TESO	ANGURAI	ANGURAI	CHELELEMUK	3	MISS	0.696246	34.366172	wst.maryakichelesitcath.hc@healthcare.com	0723841258	0717282560
2594	WESTGATE DISP	RIFT VALLEY	SAMBURU	WASO	WASO EAST	ARCHERS POST	4	MOH	0.67124	37.48124	rwestgatedisp@healthcare.com	0760016127	0716602597
2595	ST.MARY'S  HOSPITAL	WESTERN	BUTERE/MUMIAS	MUMIAS	NABONGO	TOWNSHIP	1	MISS	0.326827	34.498991	wst.mary'shospital@healthcare.com	0760160348	0751335619
2596	BANJA HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI WEST	BANJA	GASIANGA	3	MOH	0.044384	34.8298	wbanjahealthcentre@healthcare.com	0714645742	0753533013
2597	ANGATA BARRIKOI  HC	RIFT VALLEY	TRANS MARA	LOLGORIAN	ANGATA	ANGATA	3	MOH	-1.3724	34.7608	rangatabarrikoihc@healthcare.com	0715909692	0777883950
2598	ANGATA BARRIKOI DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	ANGATA	ANGATA	4	MISS	-1.38382	34.7679	rangatabarrikoidisp@healthcare.com	0730872957	0757891700
2599	ACTION AID CLINIC (KAKAMEGA)	WESTERN	KAKAMEGA	MUNICIPALITY	SHIEYWE	TOWNSHIP(KAKAMEGA)	4	NGO	0.290182	34.752693	wactionaidclinic(kakamega)@healthcare.com	0757776983	0772319402
2600	BOYANI DISP	WESTERN	VIHIGA	TIRIKI WEST	TAMBUA	GAMALENGA	4	MISS	-0.013325	34.734709	wboyanidisp@healthcare.com	0721048991	0758967008
2601	EMARTI HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KIRINDONI	EMARTI	KIRIBWET	3	MOH	-0.997695	35.1801	remartihealthcentre@healthcare.com	0796529878	0762091281
2602	AHAMADIYYA MUSLIM DISP	WESTERN	KAKAMEGA	KABRAS	KABRAS EAST	KAKUNGA	4	MISS	0.385094	34.87387	wahamadiyyamuslimdisp@healthcare.com	0787885018	0798261036
2603	BUGINA HEALTH CENTRE	WESTERN	VIHIGA	SABATIA	BUSALI WEST	BUGINA	3	MOH	0.148995	34.76777	wbuginahealthcentre@healthcare.com	0784660602	0797419205
2604	BUDONGA DISP	WESTERN	KAKAMEGA	NAVAKHOLO	BUNYALA WEST	BUDONGA	4	MOH	0.398045	34.61019	wbudongadisp@healthcare.com	0701843069	0797801386
2605	EMURUA DIKIRR DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	MURKAN	MOGONDO	4	MOH	-0.965325	35.0759	remuruadikirrdisp@healthcare.com	0784760462	0750358615
2606	BUYANGU MISSION HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI WEST	JEPKOYAI	KAPCHEMUGUNG	3	MISS	0.039225	34.745947	wbuyangumissionhealthcentre@healthcare.com	0795571903	0735138856
2607	BUKURA RHDC	WESTERN	KAKAMEGA	LURAMBI	BUKURA	EMUKAYA	3	MOH	0.219185	34.620511	wbukurarhdc@healthcare.com	0759706796	0753781756
2608	EMURUA DIKIRR SDA DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	EMARTI	CHEMAMIT	4	MISS	-0.951139	35.1086	remuruadikirrsdadisp@healthcare.com	0760355830	0790021253
2609	CHAMAKANGA HC	WESTERN	VIHIGA	SABATIA	BUSALI WEST	CHAMAKANGA	3	MISS	0.147328	34.795455	wchamakangahc@healthcare.com	0774177572	0729058197
2610	BUKWALA DISP	WESTERN	KAKAMEGA	IKOLOMANI	IGUHU	IVONDA	4	MISS	0.15	34.74	wbukwaladisp@healthcare.com	0752672487	0722086556
2611	ENOOSAEN HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KEIYAN	ENOSAEN	MAPASHI	3	MOH	-0.997755	34.7358	renoosaenhealthcentre@healthcare.com	0733470178	0702239981
2612	CHAVOGERE HEALTH CENTRE	WESTERN	VIHIGA	SABATIA	BUSALI EAST	CHAVOGERE	3	MISS	0.151041	34.810503	wchavogerehealthcentre@healthcare.com	0788208073	0710401980
2613	BUSHIANGALA DISP.	WESTERN	KAKAMEGA	IKOLOMANI	ISULU	SHIBUNAME	4	MISS	0.187202	34.683875	wbushiangaladisp.@healthcare.com	0743235178	0711366200
2614	FSC DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	OLORIEN	OLOLMONGI	4	MISS	-1.25984	34.9009	rfscdisp@healthcare.com	0796230869	0773058269
2615	EBUSIRATSI HEALTH CENTRE	WESTERN	VIHIGA	EMUHAYA	NORTH BUNYORE	EBUSIRATSI	3	MOH	0.079485	34.634512	webusiratsihealthcentre@healthcare.com	0721000417	0782900303
2616	BUSHIRI RHDC	WESTERN	KAKAMEGA	LURAMBI	BUTSOTSO NORTH	INGOTSE	3	MOH	0.366132	34.729199	wbushirirhdc@healthcare.com	0767064763	0722393222
2617	FSC SIKAWA H C	RIFT VALLEY	TRANS MARA	KEIYAN	SIKAWA	OLDANYATI	3	MISS	-1.05692	34.6896	rfscsikawahc@healthcare.com	0766024924	0731914509
